ID,SEXO,IDADE,INSTX,REGIAO,UF,REG,COND,PORTE,F01,F02_IDADE,F02_FAIXA,F02_FX,F03,ALFAB,INST,P1_1_1,P1_1_0,P1_1_4,P1_1_2,P1_2_1_1,P1_2_1_2,P1_2_2,P1_1_6,P1_1_5,P1_2_3,P1_2_4,P2_2_2_1,P2_2_2_2,P2_2_2_3,P1_1_7_1,P1_1_7_2,P1_1_7_3,P1_1_7_4,P1_1_7_5,P1_1_7_6,P1_1_7_7,P2_1_0,P2_1_1,P2_1_6,P2_1_4_1,P2_1_4_2,P2_1_4_3,P2_1_3,P2_1_2_1,P2_1_2_2,P2_1_2_3,P2_1_2_4,P2_1_2_5,P2_2_3_1,P2_2_3_2,P2_2_3_3,RAÇA,RELIGIAO,P2_1_9,INTERNET,INTERNET1_1,INTERNET1_2,INTERNET1_3,INTERNET1_4,INTERNET1_5,INTERNET1_6,INTERNET2_1,INTERNET2_2,P2_1_8_1,P2_1_8_2,P2_1_8_3,P2_1_8_4,P2_1_8_5,P2_1_8_6,P2_1_8_7,P2_1_8_8,C2,C3,C4,CLASSE,FATOR_POND
660585,2,6,1,4,23,4,3,4,2,74,6,6,TEUTÔNIA - RS,1,7,1,2,1,4, ,1,2,2,2,1,4,3,1,2,1,2,2,2,2,2,1,1,1,2,3,4,6,1,1,1,1,1,3,3,4,2,1,1,5,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,4,4,"0,88132"
661368,1,6,1,3,19,3,1,7,1,76,6,6,RIO DE JANEIRO - RJ,2,1,2,4,4,1,5, ,2,1,1,2,3,2,1,3,1,2,1,2,1,2,2,1,1,3, , , ,2,1,1,1,1,4,1,2,4,3,1,2,2, , , , , , , , ,2,1,2,2,1,2,2,1,1,1,2,5,"1,16032"
661845,1,6,1,4,23,4,3,6,1,77,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,1,1,4,1,1, ,2,1,1,1,3,3,1,2,1,2,1,2,2,1,2,1,1,2,2,3,6,1,1,1,1,1,3,3,1,2,5,7,5,2, , , , , , , , ,1,1,2,2,1,2,2,1,2,2,1,6,"1,37180"
661847,2,3,3,2,5,2,3,6,2,34,3,3,VITÓRIA DA CONQUISTA - BA,1,13,1,3,1,1,2, ,1,2,3,1,1,2,3,1,1,2,1,2,1,2,1,1,1,1, , , ,1,1,1,3,1,3,1,4,3,2,2,3,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,6,"1,27341"
661866,2,2,3,3,11,3,3,7,2,22,2,2,UBERLÂNDIA - MG,1,14,1,2,1,1,3, ,1,1,1,1,3,1,2,4,1,1,1,1,1,2,1,1,1,2,8,7,3,1,1,1,1,1,3,2,1,4,3,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,4,"1,32114"
662736,2,3,3,2,16,2,3,4,2,34,3,3,GLÓRIA DO GOITÁ - PE,1,13,1,2,1,1,1, ,1,1,2,1,1,2,1,3,2,2,1,2,1,2,1,1,1,2,3,7,2,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,5,4,"0,96251"
662741,2,2,3,2,16,2,3,5,2,19,2,2,OURICURI - PE,1,13,1,2,1,1,5, ,1,2,1,1,6,2, , ,1,2,1,1,1,1,1,1,1,2,3,7,2,1,1,1,4,3,1,4,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,5,"1,13362"
662855,2,6,1,3,26,3,3,4,2,70,6,6,CAJATI - SP,1,4,2,2,1,1,2, ,1,4,4,2,11,6, , ,1,2,1,2,2,1,1,1,1,2,10, , ,5,1,1,5,5,3,6, , ,6,2,5,1,2,2,2,1,2,2,1,1,4,4,1,1,2,1,2,1,1,1,4,3,"0,42878"
663068,1,3,3,1,3,1,1,7,1,30,3,3,MANAUS - AM,1,14,3,2,1,2, ,2,3,2,3,2,1,4,3,2,2,2,1,2,2,2,2,3,1,1, , , ,1,1,1,1,2,3,4,1,2,3,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,5,"1,12503"
665813,1,3,3,3,26,3,1,7,1,29,3,3,SÃO PAULO - SP,1,14,1,1,1,3, ,1,1,1,3,1,5,3,1,2,1,2,2,2,2,2,1,1,1,3, , , ,2,1,1,1,1,3,1,3,2,1,1,3,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,5,3,"0,60986"
666865,2,2,4,3,19,3,1,7,2,22,2,2,RIO DE JANEIRO - RJ,1,15,1,1,1,1,1, ,1,1,1,1,8,3,1,2,2,2,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,1,3,3,1,2,1,6,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,"0,82619"
667904,1,3,3,3,26,3,1,7,1,25,3,3,SÃO PAULO - SP,1,14,3,3,4,2, ,2,2,1,2,1,7,1,2,3,2,2,1,2,1,2,1,1,1,1, , , ,1,1,1,1,1,1,3,1,2,3,1,3,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,4,4,"1,28760"
668186,2,4,3,1,14,1,3,5,2,36,4,4,CAPANEMA - PA,1,12,2,2,1,1,1, ,1,1,1,1,6,1,2,3,1,2,1,2,2,2,1,1,1,2,2,1,3,1,1,1,1,1,3,1,2,3,3,1,5,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,4,5,"1,03875"
669092,1,2,4,1,14,1,2,6,1,24,2,2,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,16,2,2,1,1,1, ,1,1,4,1,7,1,3,2,1,2,2,2,2,1,1,2,1,2,1,2,3,1,1,1,1,1,3,3,1,4,3,1,3,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,5,4,"2,11594"
670374,2,2,3,3,8,3,3,4,2,21,2,2,SOORETAMA - ES,1,14,1,2,1,1,1, ,1,1,1,1,5,2,1,3,2,2,1,2,1,2,1,1,1,2,3,6, ,1,1,1,1,1,1,2,3,1,3,2,5,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,4,4,"1,32114"
673564,2,2,3,3,11,3,1,7,2,21,2,2,BELO HORIZONTE - MG,1,14,1,2,1,1,1, ,1,1,1,3,6,1,2,3,1,2,1,1,1,2,1,1,1,3, , , ,1,1,1,1,2,3,3,1,2,3,2,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,"0,28102"
673680,1,5,2,5,9,5,3,2,1,53,5,5,CAVALCANTE - GO,1,8,2,4,2,2, ,2,3,2,4,2,6,3,1,2,1,2,2,2,1,2,1,1,1,2,8,2,3,1,1,1,1,1,3,3,1,2,1,2,3,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,3,"0,53617"
674715,1,6,1,2,5,2,1,7,1,63,6,6,SALVADOR - BA,1,3,1,6,1,2, ,1,3,1,1,1,2,3,4,1,2,2,1,2,2,2,2,6,1,2,2,6,3,1,1,1,1,1,3,3,4,2,2,1,1,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,1,1,6,"1,36368"
674859,2,6,1,3,19,3,3,3,2,73,6,6,ITALVA - RJ,2,1,1,1,1,1,1, ,1,1,1,1,5,1,3,2,1,2,1,2,2,2,2,1,1,3, , , ,1,1,1,1,1,1,1,2,3,1,2,1,2, , , , , , , , ,1,1,2,2,1,2,2,1,1,1,1,5,"0,90528"
675312,1,5,1,3,11,3,1,7,1,51,5,5,BELO HORIZONTE - MG,1,7,1,1,1,1,1, ,1,1,1,1,4,3,4,1,1,2,1,1,2,1,1,1,1,2,2,3,6,1,1,1,1,1,3,3,1,2,4,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,"0,57451"
676491,1,5,2,3,26,3,1,7,1,46,5,5,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,11,2,3,1,1,1, ,2,1,1,1,4,3,2,1,1,2,2,2,1,1,1,1,1,2,3,2,6,1,1,1,1,1,2,3,2,1,3,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"0,54476"
677051,2,3,3,3,11,3,3,4,2,29,3,3,SANTO ANTÔNIO DO MONTE - MG,1,14,1,2,1,1,1, ,2,1,1,1,4,2,1,4,2,2,2,2,2,2,2,1,1,2,9, , ,1,1,1,1,1,3,3,1,4,1,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,"0,63601"
678434,2,4,2,2,6,2,1,7,2,44,4,4,FORTALEZA - CE,1,8,1,2,1,1,1, ,4,1,3,3,5,1,2,3,1,2,2,2,2,2,2,1,1,2,10, , ,1,1,1,1,1,3,3,2,1,3,1,4,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,6,"1,19425"
678535,1,3,3,5,7,5,1,7,1,30,3,3,BRASÍLIA - DF,1,14,1,2,1,1,1, ,2,1,1,3,6,1,3,2,1,2,2,2,2,2,1,1,1,2,3,1,2,2,1,1,1,3,3,3,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,5,4,"1,35285"
679800,1,3,1,3,19,3,1,7,1,32,3,3,RIO DE JANEIRO - RJ,1,7,1,3,1,1,1, ,1,1,1,3,5,3,1,2,2,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,1,3,2,4,1,9,5,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,3,4,"1,24506"
682709,2,3,3,3,26,3,1,7,2,33,3,3,SÃO PAULO - SP,1,14,2,2,1,1,1, ,1,1,1,2,7,3,1,2,1,2,1,2,2,2,1,1,1,1, , , ,1,1,1,1,2,3,3,1,2,1,10,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,5,3,"0,63601"
683929,1,4,1,3,26,3,1,7,1,43,4,4,SÃO PAULO - SP,1,6,4,3,1,1,1, ,2,1,3,2,5,2,3,1,1,2,2,2,2,2,2,1,1,2,3,2,7,1,1,1,2,2,1,3,2,1,3,2,5,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,"0,29162"
686021,1,2,3,3,11,3,3,4,1,21,2,2,MINAS NOVAS - MG,1,14,2,3,2,1,2, ,2,2,4,2,6,1,3,2,1,2,2,2,2,2,1,1,1,3, , , ,1,1,2,1,3,3,3,1,2,1,12,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,5,1,"0,35307"
687336,2,2,2,3,26,3,1,7,2,24,2,2,SÃO PAULO - SP,1,11,2,2,1,1,1, ,1,1,1,1,6,3,2,1,1,2,2,2,1,2,1,1,1,2,7,6,3,1,1,1,1,1,3,2,1,3,3,2,3,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,4,4,"1,20956"
688247,2,2,3,4,18,4,3,4,2,18,2,2,IBIPORÃ - PR,1,14,1,1,1,1,1, ,1,1,2,1,6,3,2,4,1,2,1,1,2,2,1,1,1,2,2,3,1,1,1,1,1,1,3,3,4,1,2,10,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,5,1,"0,31527"
688284,2,6,1,3,26,3,1,7,2,75,6,6,SÃO PAULO - SP,1,7,1,1,1,1,3, ,1,1,1,1,3,3,1,2,1,2,2,2,2,2,2,1,1,2,6,4,1,1,1,1,1,1,2,3,1, ,1,2,3,1,1,2,2,2,2,1, , ,2,2,2,2,2,1,1,2,3,1,2,6,"1,19770"
689905,2,2,4,4,18,4,3,3,2,24,2,2,CORBÉLIA - PR,1,16,2,1,1,1,1, ,1,1,1,1,5,1,3,4,2,2,1,1,1,1,2,1,1,2,2,1,7,1,1,1,1,1,3,1,3,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,4,4,"2,08680"
691280,1,3,3,5,13,5,1,7,1,32,3,3,CUIABÁ - MT,1,14,1,2,1,1,1, ,1,1,1,1,2,3,2,1,2,2,2,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,2,1,3,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,"0,64077"
692114,1,4,1,2,25,2,3,5,1,42,4,4,ESTÂNCIA - SE,2,1,1,4,1,1,1, ,2,1,1,1,4,1,3,4,1,2,2,2,1,2,1,1,1,2,3,8,6,1,1,1,1,1,3,1,4,3,3,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,"0,91519"
693471,2,6,1,3,11,3,3,5,2,62,6,6,FRUTAL - MG,1,5,1,2,2,1,1, ,1,1,1,1,4,3,1,4,1,2,2,2,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,3,4,1,4,1,5,1,2,2,2,1,2,2,3,3,1,2,1,1,1,1,3,2,2,1,1,3,"0,42878"
694172,1,6,1,4,18,4,3,4,1,58,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,5,2,4,1,1,1, ,1,1,1,1,4,2,3,1,1,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,3,2,3,4,1,2,3,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,"0,49111"
696163,1,4,2,2,5,2,3,4,1,40,4,4,SÃO DESIDÉRIO - BA,1,11,1,2,1,1,1, ,1,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,1,2,2,1,6,1,1,1,1,1,3,3,2,1,1,1,5,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,1,1,5,3,"0,46498"
696201,2,3,1,2,5,2,3,5,2,32,3,3,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,4,3,2,1,2, ,2,1,3,1,6,1,3,2,1,1,1,1,1,2,1,1,1,5, , , ,1,1,1,1,1,3,3,1,2,3,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,5,"1,03974"
696814,2,3,3,2,5,2,3,4,2,33,3,3,RUY BARBOSA - BA,1,14,1,2,1,3, ,1,1,1,1,2,5,3,1,2,1,2,1,1,1,2,1,1,1,2,3,7,6,1,1,1,3,2,3,3,1,2,3,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,4,5,"0,96251"
697176,1,5,2,5,9,5,3,3,1,45,5,5,URUANA - GO,1,11,4,1,2,1,2, ,3,1,1,2,7,3,2,1,1,2,2,2,2,2,2,1,1,1, , , ,1,3,3,3,3,1,3,2,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,"0,24080"
698192,1,6,1,1,14,1,3,5,1,61,6,6,CAPANEMA - PA,1,4,2,2,3,1,1, ,2,1,1,2,7,5, , ,1,2,3,2,2,2,2,1,1,2,2,3,6,1,1,1,1,1,3,3,1,2,5,12,3,2, , , , , , , , ,2,2,2,2,1,2,2,2,2,2,2,6,"1,39149"
702663,1,6,1,2,25,2,1,7,1,64,6,6,ARACAJU - SE,1,4,2,1,1,1,1, ,1,1,1,1,10,3,1,4,1,2,1,2,1,2,2,1,1,3, , , ,1,1,1,1,1,1,6, , ,2,1,3,2, , , , , , , , ,1,1,2,2,1,2,2,1,1,1,4,6,"1,36368"
703100,2,5,1,1,14,1,3,5,2,52,5,5,MONTE ALEGRE - PA,1,6,3,3,1,2, ,2,2,3,3,2,4,3,2,1,1,2,1,2,1,2,1,1,1,2,1,3,7,1,4,1,1,1,1,2,3,1,3,2,3,1,2,2,2,1,2,2,3,2,1,1,2,1,1,1,2,1,1,1,4,5,"1,00182"
703802,1,6,1,2,10,2,3,6,1,63,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,1,3,1,1,1, ,3,4,1,3,5,5, , ,1,2,2,2,1,2,2,1,1,2,1,2, ,1,1,1,4,4,4,5, , ,1,1,3,2, , , , , , , , ,2,2,2,2,1,2,2,1,3,2,1,6,"1,36368"
703856,2,6,1,2,25,2,3,3,2,71,6,6,MALHADOR - SE,1,7,1,2,1,1,1, ,1,1,1,1,1,3,2,1,1,2,1,2,4,2,1,1,1,2,9, , ,1,1,1,1,1,3,3,2,1,3,1,3,2, , , , , , , , ,2,2,2,1,1,1,2,1,1,1,4,4,"1,12196"
703995,1,6,1,2,15,2,3,4,1,70,6,6,SOLÂNEA - PB,1,3,1,2,1,1,2, ,1,1,1,1,6,4,2,3,1,2,2,2,2,2,1,1,1,2,1,2,8,1,1,1,1,1,3,4,3,2,1,1,5,2, , , , , , , , ,1,2,2,2,1,2,2,1,1,2,1,5,"1,03073"
705368,2,2,3,2,17,2,1,7,2,24,2,2,TERESINA - PI,1,14,1,3,1,1,3, ,1,1,1,1,7,2,3,1,2,2,1,2,2,2,2,1,1,3, , , ,1,1,1,1,1,3,3,1,4,3,2,3,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,4,5,"1,13362"
706254,1,2,3,4,23,4,1,7,1,18,2,2,PORTO ALEGRE - RS,1,12,2,2,1,1,1, ,1,1,1,1,5,1,2,3,1,2,1,2,2,2,1,1,1,2,1,8,3,1,1,1,1,1,1,1,2,3,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,3,1,3,4,"1,48346"
706721,2,3,2,2,6,2,1,7,2,34,3,3,FORTALEZA - CE,1,10,2,4,1,1,1, ,1,1,1,1,5,1,2,3,1,2,1,2,2,2,2,1,1,2,1,3,8,1,1,1,1,1,3,2,1,3,3,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,5,"0,83031"
709449,1,4,2,2,16,2,1,7,1,41,4,4,RECIFE - PE,1,8,3,2,1,1,1, ,1,1,1,1,8,2,4,3,1,2,1,2,1,2,1,1,1,1, , , ,1,1,1,1,3,3,2,4,3,3,2,5,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,4,"0,98172"
711886,2,5,2,4,23,4,3,4,2,47,5,5,TEUTÔNIA - RS,1,11,3,3,5,1,1, ,2,2,2,1,4,2,1,3,1,1,1,2,2,2,1,1,1,1, , , ,1,1,1,1,1,3,2,1,3,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,5,"0,92729"
712730,1,4,1,2,5,2,3,4,1,38,4,4,OUTRA CIDADE E ESTADO (ESPECIFIQUE),2,1,4,2,1,1,2, ,1,1,1,2,1,3,1,2,2,2,4,2,2,2,2,1,1,2,8, , ,1,3,1,1,1,3,3,1,2,1,2,3,2, , , , , , , , ,1,3,3,2,1,2,2,1,2,2,1,6,"1,21081"
713656,1,2,3,2,15,2,3,6,1,22,2,2,CAMPINA GRANDE - PB,1,14,1,2,1,1,1, ,1,1,1,1,7,3,2,1,1,2,1,2,1,1,1,1,1,2,7,6,2,1,1,1,1,1,3,3,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,3,2,2,6,"1,63724"
714047,2,3,3,2,10,2,3,5,2,25,3,3,SANTA INÊS - MA,1,14,2,3,1,1,1, ,1,1,2,1,6,3,1,2,1,2,1,1,2,2,1,1,1,1, , , ,1,1,1,1,1,3,2,1,3,3,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5,"0,96251"
714180,1,2,3,2,6,2,2,6,1,21,2,2,CAUCAIA - CE,1,14,2,2,1,1,1, ,1,1,1,1,5,3,1,2,2,2,2,2,1,2,1,2,1,2,6,3,7,1,1,1,1,1,3,3,2,1,3,12,4,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,4,3,"0,58613"
715423,2,6,1,3,11,3,3,3,2,60,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,1,2,3,1,1, ,2,1,1,2,3,3,4,1,2,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,1,3,4,2,3,1,3,2, , , , , , , , ,1,1,2,2,1,2,2,1,1,2,1,6,"1,19770"
715722,1,2,3,1,14,1,3,5,1,20,2,2,TUCURUÍ - PA,1,14,1,2,1,1,1, ,1,1,1,1,6,1,4,2,2,2,2,1,2,1,1,1,1,2,3,1,2,1,1,1,1,1,3,1,3,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,6,"2,07590"
716381,1,6,1,2,5,2,3,5,1,57,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,4,1,4,1,1,1, ,2,1,1,1,5,4,1,3,2,2,2,2,2,2,2,1,1,2,3,1,5,1,1,1,1,1,1,3,1,4,3,1,3,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,6,"1,36368"
716577,1,2,3,2,5,2,3,4,1,22,2,2,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,14,1,2,2,1,1, ,1,1,1,1,2,3,2,4,2,2,1,2,1,1,1,1,1,2,6,3,1,1,1,1,3,3,1,3,4,2,3,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,3,2,2,6,"1,63724"
716960,2,5,2,1,21,1,3,4,2,50,5,5,MACHADINHO DO OESTE - RO,1,11,2,4,2,1,2, ,1,1,1,2,4,3,2,1,1,2,2,2,1,2,1,1,1,1, , , ,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,4,"1,03183"
720105,2,6,1,2,17,2,3,4,2,66,6,6,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,7,1,2,1,1,1, ,1,1,1,3,4,3,1,2,1,2,1,2,1,1,1,1,1,2,1,3,2,1,1,1,1,1,2,1,2,3,1,2,3,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,3,2,1,6,"1,48437"
722001,1,2,3,2,10,2,1,7,1,24,2,2,SÃO LUÍS - MA,1,14,1,2,1,1,1, ,1,1,1,1,6,1,3,2,2,2,2,2,2,2,1,1,1,2,1,3,7,1,1,1,1,1,3,1,3,4,1,11,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,4,5,"1,23750"
722030,1,5,1,2,17,2,3,4,1,50,5,5,SÃO RAIMUNDO NONATO - PI,1,7,1,1,5,1,1, ,1,4,4,1,3,3,1,2,1,2,1,2,2,1,2,1,1,2,6,7,1,1,1,1,1,1,3,3,1,2,3,1,3,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,6,"1,17862"
722225,1,3,3,3,8,3,3,6,1,27,3,3,CARIACICA - ES,1,13,1,2,2,1,1, ,2,1,1,1,4,3,1,4,2,1,1,2,2,1,1,1,1,2,8,6,7,1,1,1,1,1,3,3,1,4,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,3,5,"1,28760"
722274,2,2,4,3,19,3,1,7,2,21,2,2,RIO DE JANEIRO - RJ,1,15,1,2,1,1,1, ,1,1,1,1,7,2,3,1,2,2,1,1,1,2,1,1,1,3, , , ,1,1,1,1,1,3,3,1,4,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,1,"0,37104"
722931,1,6,1,3,11,3,3,6,1,58,6,6,IPATINGA - MG,1,7,1,4,2,1,1, ,1,1,1,1,1,2,3,4,1,2,2,2,2,2,2,1,1,1, , , ,1,1,1,1,1,3,4,3,2,1,1,3,2, , , , , , , , ,2,1,2,2,1,1,2,1,2,2,1,5,"1,16032"
724712,1,3,3,5,12,5,1,7,1,32,3,3,CAMPO GRANDE - MS,1,14,1,2,1,1,1, ,1,1,2,1,6,1,4,2,1,2,1,2,2,2,2,1,1,2,2,1,3,1,1,3,1,1,3,4,1,2,3,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,4,3,"0,64077"
726934,1,3,3,3,19,3,1,7,1,34,3,3,RIO DE JANEIRO - RJ,1,14,3,1,2,2, ,2,2,3,3,2,8,2,3,1,1,2,2,2,2,2,1,1,1,1, , , ,2,1,3,3,3,3,2,3,1,3,12,3,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,5,2,"0,60986"
728665,2,5,1,5,13,5,3,4,2,49,5,5,LUCAS DO RIO VERDE - MT,1,5,1,1,1,1,1, ,2,1,1,1,2,2,1,3,2,2,1,2,2,1,1,1,1,2,1,3, ,1,1,1,1,1,3,2,4,3,3,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,6,"1,21544"
729037,1,5,2,3,11,3,3,6,1,50,5,5,CONSELHEIRO LAFAIETE - MG,1,8,3,3,2,1,1, ,3,2,1,1,2,1,2,3,1,2,2,2,2,1,2,1,1,2,3, , ,1,1,1,1,3,3,3,1,2,1,2,3,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,6,"1,52168"
730608,1,2,3,4,23,4,3,6,1,24,2,2,URUGUAIANA - RS,1,13,1,2,1,1,1, ,1,1,1,1,7,1,2,3,1,2,4,1,2,1,1,1,1,2,3,7,1,1,1,1,2,1,3,1,3,4,3,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,4,3,"0,70263"
731984,1,3,2,2,6,2,2,6,1,30,3,3,CAUCAIA - CE,1,11,1,3,1,1,1, ,1,1,1,2,4,6, , ,2,2,2,2,2,2,2,1,1,2,3,1,7,1,1,1,3,3,3,3,2,4,3,2,3,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,5,"1,36539"
732353,1,3,3,3,26,3,1,7,1,28,3,3,SÃO PAULO - SP,1,14,2,3,1,1,2, ,2,1,1,1,5,1,2,3,2,2,1,2,1,2,1,1,1,2,3,8,7,1,1,1,1,2,3,3,2,1,3,2,3,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,5,4,"1,28760"
733287,2,6,1,3,26,3,1,7,2,73,6,6,SÃO PAULO - SP,2,1,1,4,1,1,2, ,5,4,4,2,7,3,1,2,2,2,1,2,2,2,2,4,1,2,9, , ,3,3,1,1,2,1,2,1,3,1,2,3,2, , , , , , , , ,2,2,2,2,1,2,2,2,1,1,1,3,"0,42878"
734364,1,2,3,2,6,2,1,7,1,20,2,2,FORTALEZA - CE,1,14,2,2,1,1,1, ,2,1,3,1,5,1,2,3,2,2,2,2,1,2,1,1,1,2,2,3,6,1,1,1,1,2,3,3,1,2,2,11,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,4,3,"0,58613"
734606,1,6,1,4,23,4,1,7,1,60,6,6,PORTO ALEGRE - RS,1,3,1,2,6,1,3, ,2,1,2,1,10,5, , ,2,2,1,1,2,2,1,1,1,3, , , ,1,1,1,1,1,2,3, , ,1,6,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,4,"1,03687"
735552,1,4,2,3,19,3,3,6,1,38,4,4,CAMPOS DOS GOYTACAZES - RJ,1,10,1,2,1,1,1, ,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,1,1,2,2,3,8,1,1,1,1,1,3,2,3,4,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,6,"1,71989"
735764,2,2,4,3,26,3,1,7,2,19,2,2,SÃO PAULO - SP,1,15,1,2,1,1,1, ,1,1,1,1,7,1,2,3,1,2,3,2,2,1,1,3,1,2,3,8,7,1,1,1,1,1,3,3,1,4,1,7,5,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,4,4,"1,74432"
