ID,SEXO,IDADE,INSTX,REGIAO,UF,REG,COND,PORTE,F01,F02_IDADE,F02_FAIXA,F02_FX,F03,ALFAB,INST,P1_1_1,P1_1_0,P1_1_4,P1_1_2,P1_2_1_1,P1_2_1_2,P1_2_2,P1_1_6,P1_1_5,P1_2_3,P1_2_4,P2_2_2_1,P2_2_2_2,P2_2_2_3,P1_1_7_1,P1_1_7_2,P1_1_7_3,P1_1_7_4,P1_1_7_5,P1_1_7_6,P1_1_7_7,P2_1_0,P2_1_1,P2_1_6,P2_1_4_1,P2_1_4_2,P2_1_4_3,P2_1_3,P2_1_2_1,P2_1_2_2,P2_1_2_3,P2_1_2_4,P2_1_2_5,P2_2_3_1,P2_2_3_2,P2_2_3_3,RAÇA,RELIGIAO,P2_1_9,INTERNET,INTERNET1_1,INTERNET1_2,INTERNET1_3,INTERNET1_4,INTERNET1_5,INTERNET1_6,INTERNET2_1,INTERNET2_2,P2_1_8_1,P2_1_8_2,P2_1_8_3,P2_1_8_4,P2_1_8_5,P2_1_8_6,P2_1_8_7,P2_1_8_8,C2,C3,C4,CLASSE,FATOR_POND
58608,2,4,4,3,26,3,3,2,2,36,4,4,IACANGA - SP,1,16,1,3,1,1,1, ,1,1,1,1,5,2,3,1,1,2,2,2,1,1,1,1,1,1, , , ,2,1,1,1,1,3,3,2,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,5,4,"1,56315"
58627,2,5,3,3,26,3,3,6,2,48,5,5,JUNDIAÍ - SP,1,13,1,2,1,1,1, ,1,1,1,1,6,1,3,2,1,2,2,2,1,1,1,1,1,2,7,3,6,1,1,1,1,1,3,1,3,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,3,5,"1,16372"
58751,1,6,3,1,4,1,1,6,1,72,6,6,MACAPÁ - AP,1,14,1,2,1,1,1, ,2,1,3,1,7,3,1,4,1,2,2,2,1,2,1,1,1,2,3,1,6,1,1,1,1,1,3,4,3,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,4,3,"0,32365"
58869,2,6,3,3,26,3,3,6,2,78,6,6,SANTA BÁRBARA DO OESTE - SP,1,14,2,1,1,1,3, ,2,2,2,1,4,2,3,1,1,2,1,1,2,1,1,1,1,2,2,3,5,2,1,1,2,3,3,2,1,3,1,12,3,1,1,1,2,2,2,1, , ,2,2,1,1,2,1,1,1,1,1,4,4,"1,19706"
58888,2,5,2,5,9,5,1,7,2,51,5,5,GOIÂNIA - GO,1,10,1,3,1,1,1, ,2,1,1,1,1,2,1,3,1,2,2,2,2,2,1,1,1,2,3,7,2,1,1,1,1,1,3,2,1,3,3,3,4,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,5,"0,99174"
58991,2,4,3,4,23,4,3,6,2,38,4,4,PELOTAS - RS,1,14,1,2,1,1,1, ,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,3,6,8,1,1,1,1,1,2,3,1,4,3,7,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,4,2,"0,62255"
59104,1,3,3,3,26,3,3,4,1,33,3,3,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,14,2,1,1,1,3, ,1,1,1,4,2,3,2,1,1,2,1,2,2,2,1,1,1,2,5,7,3,1,1,1,1,1,3,3,1,2,3,1,3,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,4,3,"0,60986"
59609,2,4,4,3,11,3,3,4,2,40,4,4,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,15,1,2,1,1,1, ,1,1,1,1,4,3,4,2,1,2,1,2,2,1,1,1,1,2,6,3,7,2,1,3,3,3,3,2,3,4,3,1,4,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,4,4,"1,56315"
59610,2,3,4,4,18,4,3,4,2,25,3,3,IBIPORÃ - PR,1,16,3,3,1,1,1, ,1,1,2,1,3,2,3,1,1,2,2,2,2,2,1,1,1,2,6,2,3,1,1,1,1,1,3,2,3,4,3,2,4,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,5,3,"0,85016"
59788,1,6,3,3,11,3,3,4,1,63,6,6,MINAS NOVAS - MG,1,12,2,1,1,1,1, ,1,1,2,1,4,3,1,2,1,2,1,2,2,2,2,1,1,2,3,2,7,1,1,1,1,1,3,3,4,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,3,3,"0,56836"
59804,1,6,3,3,19,3,1,7,1,88,6,6,RIO DE JANEIRO - RJ,1,14,2,2,2,1,3, ,3,2,3,2,4,3,1,2,2,2,2,2,2,2,2,1,1,2,4,3,5,2,2,3,3,3,1,3,2,1,3,1,2,1,2,1,2,2,2,1, , ,2,2,1,2,2,2,2,1,1,1,4,3,"0,56836"
59925,2,4,3,3,26,3,3,6,2,40,4,4,MARÍLIA - SP,1,14,2,2,1,1,2, ,1,1,1,1,4,1,2,3,1,2,2,2,2,2,2,1,1,1, , , ,1,1,1,1,1,2,1,3,2,3,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,"1,18392"
59988,1,4,1,3,19,3,3,3,1,42,4,4,SUMIDOURO - RJ,1,4,1,2,4,1,1, ,1,1,1,1,6,1,2,3,1,2,1,2,1,1,1,1,1,2,3,1,2,1,1,1,1,3,3,2,1,3,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,"1,37095"
60019,1,3,4,3,26,3,3,6,1,29,3,3,ARARAQUARA - SP,1,16,2,1,1,1,1, ,1,2,2,2,5,1,2,3,1,2,2,2,2,1,2,1,1,2,2,7,1,2,1,2,1,1,3,2,1,3,1,1,3,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,5,3,"0,94524"
60073,2,4,3,2,5,2,3,6,2,36,4,4,ITABUNA - BA,1,14,2,2,2,1,1, ,1,1,1,1,5,1,3,2,2,2,1,2,1,1,1,1,1,2,2,7,3,1,1,1,1,1,3,3,1,2,3,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,5,3,"0,49561"
60143,2,2,3,3,11,3,3,4,2,21,2,2,PERDÕES - MG,1,14,1,2,1,1,1, ,1,1,1,1,6,3,1,2,2,2,1,2,2,2,1,1,1,2,3,6,7,1,1,1,1,1,3,2,3,1,1,1,4,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,4,3,"0,62575"
60318,1,6,4,4,18,4,1,7,1,56,6,6,CURITIBA - PR,1,16,1,1,1,1,3, ,1,1,1,1,2,1,2,3,1,2,1,2,1,1,1,1,2,2,1,2,7,2,1,1,1,1,3,3,4,2,1,6,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,5,1,"0,38302"
60526,1,5,4,1,14,1,3,6,1,48,5,5,CASTANHAL - PA,1,16,1,1,1,1,1, ,1,1,1,1,5,3,2,1,1,2,1,2,1,1,1,1,1,2,6,1,5,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,5,4,"0,86068"
60625,2,3,3,2,16,2,1,7,2,25,3,3,RECIFE - PE,1,14,1,2,1,1,3, ,1,1,1,1,6,3,1,2,1,2,2,1,1,1,1,3,1,2,6,3,7,1,1,1,1,1,3,3,1,2,3,7,4,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,5,4,"0,96251"
60678,2,4,4,4,24,4,3,6,2,36,4,4,CRICIÚMA - SC,1,16,2,1,1,1,3, ,1,1,3,1,8,2,1,3,1,2,1,2,1,2,1,1,1,1, , , ,2,1,3,3,3,3,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,5,3,"0,87653"
60948,1,4,4,3,26,3,3,7,1,41,4,4,RIBEIRÃO PRETO - SP,1,16,1,1,1,1,1, ,1,1,1,1,5,3,1,4,1,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,3,3,1,4,2,6,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,5,3,"1,04082"
61031,2,3,3,4,23,4,2,5,2,30,3,3,GUAÍBA - RS,1,14,1,2,2,1,1, ,1,1,1,2,1,1,2,3,1,2,2,2,2,3,1,3,1,2,8,3,4,1,1,1,1,1,3,2,1,3,4,9,5,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,4,5,"1,27484"
61725,1,5,3,1,14,1,3,4,1,50,5,5,MARACANÃ - PA,1,14,3,1,4,1,1, ,2,2,2,1,6,2,4,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,3,2,1,3,3,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,4,6,"0,84440"
61830,2,3,3,4,18,4,2,5,2,30,3,3,FAZENDA RIO GRANDE - PR,1,14,1,3,1,1,1, ,1,1,2,1,5,2,1,3,1,2,1,2,1,1,1,1,1,1, , , ,1,1,1,1,1,3,2,1,3,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,3,3,"0,60382"
62086,2,2,3,3,26,3,3,6,2,23,2,2,LIMEIRA - SP,1,14,2,1,1,1,1, ,1,1,1,1,5,2,1,3,1,2,1,1,1,2,1,1,1,2,2,1,7,1,1,1,1,1,3,1,2,3,3,7,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,5,4,"1,32114"
62118,1,3,3,3,26,3,3,6,1,34,3,3,TAUBATÉ - SP,1,14,1,1,1,1,3, ,1,1,1,1,4,2,3,1,1,2,2,2,2,2,1,1,1,2,6,3,2,1,1,1,1,1,3,3,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,"1,28760"
62269,2,3,3,3,26,3,2,6,2,27,3,3,ITAQUAQUECETUBA - SP,1,14,2,3,1,1,1, ,1,1,1,1,4,3,1,2,2,2,1,2,1,2,1,2,2,2,1,7,6,1,1,1,1,1,1,4,3,2,3,3,5,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,3,4,"1,34280"
62355,2,3,3,4,18,4,3,3,2,32,3,3,CURIÚVA - PR,1,14,1,4,1,1,1, ,1,1,1,1,4,2,1,3,1,2,1,2,2,2,1,3,1,2,2,3,1,1,1,1,1,3,3,3,2,4,1,11,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,4,4,"1,27484"
62436,1,3,4,2,10,2,3,5,1,27,3,3,GRAJAÚ - MA,1,16,1,1,1,1,1, ,1,1,1,1,5,3,2,1,1,2,2,2,2,2,1,1,1,2,7,3,5,1,1,1,1,1,3,2,3,1,3,2,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,5,4,"1,60224"
62535,2,3,3,3,26,3,3,6,2,26,3,3,GUARUJÁ - SP,1,14,1,1,1,1,1, ,1,1,1,1,7,2,3,1,1,2,1,2,1,2,2,1,1,2,3,6,7,1,1,1,1,1,3,3,1,2,3,1,4,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,3,2,4,6,"1,77656"
62914,2,5,2,3,11,3,3,4,2,45,5,5,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,8,1,2,1,1,1, ,1,1,1,1,4,1,2,3,1,2,1,1,2,2,1,1,1,2,2,3,7,1,1,1,1,1,3,1,3,4,3,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,3,5,"1,06544"
62950,2,5,4,2,6,2,3,3,2,47,5,5,PACOTI - CE,1,16,1,2,1,1,1, ,1,1,1,1,3,1,3,4,1,2,1,1,1,1,1,1,1,2,7,6,3,1,1,1,1,1,3,3,1,2,3,1,5,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,4,"0,98570"
63249,1,4,2,2,10,2,3,6,1,40,4,4,AÇAILÂNDIA - MA,1,11,1,2,1,1,1, ,1,1,1,1,10,1,2,3,1,2,1,1,1,1,1,1,1,2,2,3,6,1,1,1,1,1,1,1,2,3,4,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,3,6,"1,29883"
63475,1,5,4,2,10,2,3,5,1,48,5,5,BALSAS - MA,1,16,3,3,1,1,1, ,1,1,1,1,2,3,1,4,2,2,1,2,2,2,1,1,1,3, , , ,1,1,1,1,1,3,3,1,4,3,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,5,4,"1,12139"
63490,1,2,3,2,6,2,2,6,1,24,2,2,CAUCAIA - CE,1,14,2,2,1,1,1, ,1,1,2,2,8,1,2,4,2,2,1,1,1,2,1,2,1,2,1,3,2,2,1,1,1,1,1,3,1,2,1,1,3,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,4,4,"1,23750"
63534,2,6,1,3,26,3,3,6,2,55,6,6,INDAIATUBA - SP,1,6,1,2,1,1,1, ,1,1,1,1,6,2,3,1,1,2,1,2,2,1,1,1,1,2,3,7,6,1,1,1,1,1,3,3,2,1,2,1,2,2, , , , , , , , ,1,2,2,2,1,2,2,1,2,2,2,6,"1,19770"
63732,1,4,2,4,23,4,3,6,1,40,4,4,SANTA CRUZ DO SUL - RS,1,11,4,1,4,2, ,2,2,4,4,2,3,1,2,3,1,2,2,2,2,2,2,2,1,3, , , ,2,3,3,3,3,3,1,2,3,1,1,3,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,4,2,"0,65005"
63773,2,4,3,2,2,2,1,7,2,39,4,4,MACEIÓ - AL,1,14,1,3,1,1,1, ,2,1,2,1,1,3,1,2,1,2,2,2,2,2,1,1,1,2,3,6,8,1,1,1,3,1,3,3,2,1,3,11,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,5,"1,04638"
63774,2,5,2,4,24,4,3,1,2,53,5,5,IPIRA - SC,1,11,2,2,1,1,1, ,1,1,1,1,6,1,2,3,2,2,2,2,2,2,1,1,1,1, , , ,1,1,1,1,2,3,1,2,3,3,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,3,4,"0,92729"
63825,1,4,3,2,6,2,3,4,1,41,4,4,CEDRO - CE,1,14,1,2,1,1,1, ,2,1,1,1,2,1,3,2,2,2,2,2,1,2,2,1,1,2,3,2,4,1,1,1,1,1,3,1,2,4,3,1,2,2, , , , , , , , ,1,1,2,2,1,2,2,2,1,1,1,5,"0,93829"
64059,2,3,4,3,26,3,3,6,2,25,3,3,VALINHOS - SP,1,16,1,1,1,1,1, ,1,1,1,1,7,3,2,1,1,1,1,1,1,2,1,1,1,2,3,1,6,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,5,1,"0,37713"
64315,2,4,1,2,10,2,3,5,2,38,4,4,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,6,3,4,2,1,1, ,2,1,3,1,5,3,1,2,2,2,2,2,2,2,2,1,1,2,6,7,1,1,1,1,1,4,3,3,1,2,4,1,3,2, , , , , , , , ,1,1,2,2,1,2,2,1,2,2,1,6,"1,49547"
64326,1,5,1,4,18,4,3,6,1,47,5,5,FOZ DO IGUAÇU - PR,1,7,2,3,2,3, ,5,4,1,5,1,10,3,1, ,1,2,2,2,2,2,4,1,1,2,10, , ,1,3,3,3,3,3,3, , ,6,1,3,2, , , , , , , , ,1,1,2,2,1,2,2,1,1,2,2,5,"1,08171"
64516,2,3,4,5,9,5,3,5,2,29,3,3,CALDAS NOVAS - GO,1,16,1,3,1,1,1, ,2,1,1,1,4,2,1,3,2,2,1,2,1,2,1,1,2,1, , , ,1,1,1,3,3,1,2,3,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,3,3,"0,66380"
64643,1,5,3,4,18,4,3,5,1,54,5,5,PARANAVAÍ - PR,1,14,3,2,4,1,1, ,1,1,1,1,4,1,4,2,1,2,1,2,3,1,1,1,1,2,6,1,3,2,1,1,1,2,2,2,4,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,3,1,"0,31155"
64662,2,6,1,5,9,5,3,5,2,60,6,6,JATAÍ - GO,1,7,3,2,5,1,4, ,4,1,1,1,1,3,2,4,1,2,2,2,2,2,2,1,1,4, , , ,4,1,2,4,4,3,4,3,1,2,2,3,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,5,3,"0,43067"
64683,2,3,2,4,18,4,3,6,2,28,3,3,PARANAGUÁ - PR,1,11,3,3,1,1,1, ,2,2,2,2,7,2,1,4,1,2,2,2,2,2,2,1,1,2,3,2,1,1,1,1,3,3,3,3,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,3,5,"0,96704"
64955,2,4,4,3,26,3,3,7,2,41,4,4,RIBEIRÃO PRETO - SP,1,16,1,3,1,1,1, ,1,1,1,1,2,3,1,2,1,1,1,1,2,1,1,1,1,2,3,7,2,2,1,1,1,3,3,3,1,2,3,3,3,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,3,4,"1,56315"
64972,2,4,4,3,11,3,3,4,2,43,4,4,MINAS NOVAS - MG,1,16,1,1,1,1,1, ,1,1,1,1,7,2,1,4,1,1,1,1,2,1,1,1,1,3, , , ,1,1,1,1,1,3,2,4,3,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,"0,74037"
65103,2,5,2,3,26,3,3,6,2,51,5,5,VÁRZEA PAULISTA - SP,1,9,1,1,1,1,1, ,1,1,1,1,1,5, , ,1,2,1,2,2,1,2,1,1,2,3,2,7,1,1,1,1,1,3,2,1, ,1,1,4,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,3,"0,50464"
65258,1,3,4,3,11,3,3,6,1,29,3,3,DIVINÓPOLIS - MG,1,15,1,1,1,1,1, ,1,1,1,1,4,3,2,1,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,3,3,2,1,3,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,3,"0,94524"
65458,1,4,3,2,17,2,3,1,1,44,4,4,SANTO INÁCIO DO PIAUÍ - PI,1,14,1,2,1,1,3, ,1,1,1,1,5,3,1,2,1,1,1,2,1,1,1,2,1,2,1,2,3,1,1,1,1,1,3,3,1,2,3,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,4,5,"0,93829"
65581,1,6,4,4,24,4,1,6,1,64,6,6,FLORIANÓPOLIS - SC,1,15,1,2,1,1,3, ,1,1,1,1,5,3,1,4,1,2,1,2,2,1,1,1,1,2,8, , ,1,1,1,1,1,1,3,1,4,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,4,2,"0,85286"
65737,2,4,4,2,5,2,3,5,2,38,4,4,GUANAMBI - BA,1,16,1,1,1,1,1, ,2,1,1,1,5,3,2,1,2,2,1,1,1,1,1,1,1,2,2,1,6,1,1,1,1,2,3,3,2,1,3,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,"0,54158"
66010,1,6,4,5,7,5,1,7,1,70,6,6,BRASÍLIA - DF,1,16,1,3,2,1,3, ,1,1,1,2,2,1,2,3,1,1,1,2,1,2,2,1,1,1, , , ,2,1,3,3,3,3,1,2,3,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,"0,37334"
66018,1,5,2,5,12,5,1,7,1,46,5,5,CAMPO GRANDE - MS,1,11,4,3,1,1,1, ,4,3,2,2,5,3,2,1,1,2,1,2,1,2,1,1,1,3, , , ,2,3,3,3,3,1,2,1,3,1,10,3,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,3,3,"0,53617"
66392,2,2,3,2,6,2,2,6,2,20,2,2,MARANGUAPE - CE,1,14,1,3,2,1,3, ,2,1,3,1,4,2,1,3,2,2,2,2,2,2,1,1,1,3, , , ,1,1,1,1,1,3,2,1,3,3,2,5,1,2,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,4,5,"1,13362"
66791,2,6,4,3,19,3,3,3,2,55,6,6,SUMIDOURO - RJ,1,16,1,1,1,1,3, ,1,1,1,1,6,2,3,1,1,2,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,"0,74859"
66841,1,5,4,3,26,3,3,5,1,47,5,5,CAMPO LIMPO PAULISTA - SP,1,16,1,3,1,1,1, ,1,1,1,4,7,3,1,2,1,2,2,2,2,2,1,1,1,2,3,1,2,1,1,3,1,3,3,3,1,2,3,2,5,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,5,3,"0,92087"
66892,2,3,4,3,19,3,3,6,2,34,3,3,CABO FRIO - RJ,1,15,1,2,1,1,2, ,1,1,2,1,6,2,1,3,1,2,1,2,2,2,2,1,1,2,3,1,6,1,1,1,1,1,3,2,1,4,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,5,"1,77293"
66902,2,2,3,3,11,3,3,4,2,21,2,2,SERRO - MG,1,14,1,2,1,1,1, ,1,1,1,1,6,2,1,3,1,1,1,2,2,1,1,1,1,2,1,8,3,1,1,1,1,1,3,1,2,3,3,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,5,4,"1,32114"
67002,1,6,1,2,10,2,3,4,1,59,6,6,GOVERNADOR NUNES FREIRE - MA,2,1,1,4,5,1,6, ,4,1,6,1,10,6, , ,1,2,4,2,4,2,2,1,1,2,9, , ,1,1,1,1,4,3,5, , ,3,2,4,2, , , , , , , , ,1,1,2,2,2,2,2,4,1,1,1,6,"1,36368"
67112,2,3,4,1,14,1,3,4,2,29,3,3,RONDON DO PARÁ - PA,1,16,1,1,1,1,1, ,1,1,2,1,4,1,3,2,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,5,3,"0,57997"
67247,1,2,4,3,8,3,3,6,1,19,2,2,OUTRA CIDADE E ESTADO (ESPECIFIQUE),1,15,1,1,1,1,1, ,1,1,1,1,5,3,1,2,1,2,1,1,2,2,1,1,1,2,1,3,7,1,1,1,1,1,3,3,2,1,1,1,3,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,5,3,"1,21850"
67383,2,4,4,3,19,3,2,6,2,35,4,4,ITAGUAÍ - RJ,1,16,1,2,1,1,3, ,1,1,1,1,5,2,3,4,2,2,2,2,1,2,1,1,1,2,3,8,7,1,1,1,1,1,3,2,3,1,1,1,4,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,"0,74037"
67487,2,4,3,3,11,3,3,4,2,38,4,4,OURO FINO - MG,1,14,1,2,1,1,1, ,1,1,1,1,4,1,2,3,1,2,2,2,2,2,1,1,1,2,3,6,5,1,1,1,1,1,3,1,2,3,3,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,4,3,"0,56075"
67568,1,3,4,4,24,4,3,7,1,27,3,3,JOINVILLE - SC,1,16,1,1,1,1,3, ,2,1,1,1,5,2,3,1,1,2,1,1,1,1,1,1,1,3, , , ,1,1,1,1,1,3,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,5,3,"1,24502"
67608,1,4,2,3,26,3,3,3,1,39,4,4,TABAPUÃ - SP,1,9,1,4,5,1,1, ,1,1,1,1,4,2,3,1,1,2,2,2,1,1,2,1,1,2,3,2,1,1,1,1,1,1,3,3,2,4,1,1,3,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,6,"1,71989"
67653,1,3,3,2,5,2,2,5,1,28,3,3,DIAS DE ÁVILA - BA,1,14,1,2,1,1,1, ,1,1,1,1,6,2,1,3,1,2,2,2,1,1,1,1,1,2,7,6,3,1,1,1,1,1,1,3,2,1,2,1,5,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,3,"0,61810"
67680,1,4,3,4,23,4,3,6,1,44,4,4,BAGÉ - RS,1,14,1,3,1,1,1, ,1,1,1,1,7,2,3,1,2,2,1,2,1,2,1,1,1,2,1,3,2,1,1,1,1,1,3,3,1,4,3,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,4,4,"1,31459"
67800,2,4,4,3,26,3,3,6,2,44,4,4,BAURU - SP,1,16,1,2,1,1,1, ,1,1,1,1,5,1,3,2,1,2,1,2,1,2,2,3,1,2,3,8,6,1,1,1,1,1,3,1,3,2,3,2,3,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,4,3,"0,74037"
67881,2,4,4,2,6,2,1,7,2,40,4,4,FORTALEZA - CE,1,16,1,2,1,1,1, ,1,1,1,1,4,2,1,4,1,2,1,1,1,1,1,1,1,2,2,1,7,1,1,1,1,1,3,3,4,2,3,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,6,"1,51278"
67946,2,5,2,2,15,2,3,4,2,51,5,5,SOLÂNEA - PB,1,10,3,5,1,1,1, ,3,1,1,1,3,1,2,4,1,1,1,2,2,2,2,1,1,2,3,1,6,1,1,1,3,1,3,1,3,2,3,2,3,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,5,"0,77815"
67956,1,4,3,2,5,2,3,3,1,39,4,4,SÃO FÉLIX DO CORIBE - BA,1,14,1,3,2,1,1, ,2,1,2,1,5,4,1,2,1,2,1,2,1,2,1,1,1,2,3,7,6,2,1,1,1,1,1,3,2,1,3,1,3,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,4,3,"0,44442"
67976,1,4,3,3,26,3,3,5,1,37,4,4,AVARÉ - SP,1,14,3,3,1,1,1, ,1,1,3,1,7,1,2,3,1,2,1,2,2,2,2,3,1,2,1,2,3,1,1,1,1,1,3,2,1,3,4,2,3,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,3,"0,67153"
67983,2,6,2,1,14,1,2,6,2,81,6,6,MARITUBA - PA,1,11,2,2,2,1,1, ,1,1,1,1,3,3,1,2,2,2,2,2,1,2,2,2,1,2,3, , ,1,3,3,3,1,3,3,2,1,3,1,5,2, , , , , , , , ,2,1,2,2,2,2,2,1,2,1,4,6,"0,95040"
68079,2,6,4,3,11,3,3,4,2,59,6,6,SANTA RITA DO SAPUCAÍ - MG,1,16,1,2,1,1,1, ,1,1,1,1,6,2,1,3,2,2,2,2,2,2,2,1,1,2,3,7,1,1,1,1,1,1,3,2, , ,1,1,5,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,5,3,"0,74859"
68232,2,3,3,3,11,3,3,6,2,28,3,3,PASSOS - MG,1,12,1,2,1,1,2, ,1,1,1,1,5,2,1,3,2,2,1,2,1,2,1,3,1,2,8,3,6,1,1,1,1,1,3,3,4,1,2,1,4,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,4,"1,34280"
